Identifier,Title#1,Description#1,Description Type#1,Description#2,Description Type#2,Description#3,Description Type#3,Subject#1,Subject Type#1,Subject#10,Subject Type#10,Subject#11,Subject Type#11,Subject#12,Subject Type#12,Subject#13,Subject Type#13,Subject#14,Subject Type#14,Subject#15,Subject Type#15,Subject#16,Subject Type#16,Subject#17,Subject Type#17,Subject#18,Subject Type#18,Subject#19,Subject Type#19,Subject#2,Subject Type#2,Subject#3,Subject Type#3,Subject#4,Subject Type#4,Subject#5,Subject Type#5,Subject#6,Subject Type#6,Subject#7,Subject Type#7,Subject#8,Subject Type#8,Subject#9,Subject Type#9,Source#1,Creator#1,Creator Type#1,Contributor#1,Contributor Type#1,Contributor#2,Contributor Type#2,Contributor#3,Contributor Type#3,Contributor#4,Contributor Type#4,Contributor#5,Contributor Type#5,Contributor#6,Contributor#7,Rights,Date#1,Format Medium#1,Format Media Type#1,Language#1,Language#2,Language#3,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
narv_L50-26Poetry#9#10Begin,Stan Brakhage presents various works of art #9 and #10 (Beginning),Stillung Mariä mit dem Auferstandenen' from Paul Hindemith's 'Das Marienleben' plays. Stan Brakhage gives a biography of James Thomson (B.V.). He reads Thomson's poem 'The City of Dreadful Night' and analyzes it. Brakhage describes religion in Thomson's life. He plays a clip of cult leader Jim Jones performing a miracle healing and then plays a clip of Christian preachers. Brakhage continues reading 'The City of Dreadful Night.' He plays a clip of Ronald Reagan with a choir. Brakhage describes Erik Satie's music and plays one of Satie's 'Danses gothiques' and 'Les Fils des Étoiles.' Continued on 'Stan Brakhage presents various works of art #10 (End) and #11.',Abstract,00:03 'Stillung Mariä mit dem Auferstandene' begins 03:04 'Stillung Mariä mit dem Auferstandenen' ends 03:05 Stan Brakhage begins 10:10 Brakhage ends 10:11 Audio clip begins 10:36 Audio clip ends 10:37 Brakhage begins 16:47 Brakhage ends 16:48 Jim Jones begins 18:37 Jim Jones ends 18:38 Brakhage begins 19:35 Brakhage ends 19:36 Audio clip begins 20:48 Audio clip ends 20:49 Brakhage begins 27:39 Brakhage ends 27:40 Ronald Reagan begins 29:55 Reagan ends 29:56 Brakhage begins 37:04 Brakhage ends 37:05 'Danses gothiques' begins 39:54 'Danses gothiques' ends 39:55 Brakhage begins 40:52 Brakhage ends 40:53 'Les Filles Des Étoiles' begins 44:09 End,SegmentSequence,,,"Satie, Erik, 1866-1925",naf,,,,,,,,,,,,,,,,,,,,,"Thomson, James, 1834-1882",naf,"Thomson, James, 1834-1882. The city of dreadful night",lcsh,Religion -- United States,,,,,,,,,,,,narv_L50-26Poetry#9#10Begin,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086369,4606,L-50-26+Poetry+%239+%2B%2310%28begin%29.jpg
narv_L50-27Poetry#10#11,Stan Brakhage presents various works of art #10 (End) and #11,Continues 'Stan Brakhage presents various works of art #9 and #10 (Beginning).' Stan Brakhage continues reading The City of Dreadful Night and analyzes it. He gives Thomson's biography and then gives a biography of Eugene O'Neill. Brakhage plays an audio clip featuring O'Neill's play 'Hughie.' He compares Thomson to a character in 'Hughie.' Brakhage continues reading The City of Dreadful Night. This lecture is continued in Poetry #12 + #13 (begin).,Abstract,00:05 Stan Brakhage begins 05:44 Brakhage ends 05:48 Music begins 08:33 Music ends 08:38 Brakhage begins 13:11 Brakhage ends 13:12 Music begins 15:55 Music ends 15:56 Brakhage begins 18:38 Brakhage ends 18:39 Music begins 20:01 Music ends 20:02 Brakhage begins 25:35 Brakhage ends 25:36 Audio clip begins 29:58 Audio clip ends 29:59 Brakhage begins 33:33 Brakhage ends 33:34 Music begins 36:29 Music ends 36:30 Brakhage begins 38:37 Brakhage ends 38:44 Music begins 45:52 End,SegmentSequence,,,"Thomson, James, 1834-1882",naf,,,,,,,,,,,,,,,,,,,,,"Thomson, James, 1834-1882. The city of dreadful night",lcsh,"O'Neill, Eugene, 1888-1953. Hughie",lcsh,"O'Neill, Eugene, 1888-1953",naf,,,,,,,,,,,narv_L50-27Poetry#10#11,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086371,4606,L-50-27+Poetry+%2310+%2B+%2311.jpg
narv_L50-28Poetry#12#13Begin10db,Stan Brakhage presents various works of art #12 and #13 (Beginning),Stan Brakhage plays Charles Tomlinson Griffes' 'The Lament of Ian the Proud.' He describes Erik Satie's preludes and mentions why James Thomson (B.V.) could not accept religion. He also tells a story about Satie. Brakhage alternates between reading more of The City of Dreadful Night and playing clips of Satie's music. Brakhage describes Thomson's life. Continued on 'Stan Brakhage presents various works of art #13 (End) and #14.',Abstract,00:00 Music begins 02:24 Music ends 02:26 Stan Brakhage begins 14:49 Brakhage ends 14:51 'Prélude de la Porte Héroïque du Ciel' begins 18:19 'Prélude de la Porte Héroïque du Ciel' ends 18:20 Brakhage begins 22:20 Brakhage ends 22:21 Music begins 24:39 Music ends 24:40 Brakhage begins 29:10 Brakhage ends 29:12 Music begins 32:58 Music ends 32:59 Brakhage begins 35:33 Brakhage ends 35:35 Music begins 40:51 Music ends 40:52 Brakhage begins 46:01 Brakhage ends 46:02 Music begins 46:45 End,SegmentSequence,,,"Satie, Erik, 1866-1925",naf,,,,,,,,,,,,,,,,,,,,,"Thomson, James, 1834-1882",,"Thomson, James, 1834-1882. The city of dreadful night",lcsh,,,,,,,,,,,,,narv_L50-28Poetry#12#13Begin10db,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086373,4606,L-50-28+Poetry+%2312+%2B+%2313%28begin%29+-10db.jpg
narv_L50-29Poetry#13End#14,Stan Brakhage presents various works of art #13 (End) and #14,"Continues 'Stan Brakhage presents various works of art #12 and #13 (Beginning).' Stan Brakhage alternates between reading The City of Dreadful Night by James Thomson and playing clips of piano music. He plays a clip from the Futurama exhibit at the 1939 New York World's Fair. Brakhage mentions James Thomson's move to Central City, Colorado. He plays a clip of Anton Chekhov's The Cherry Orchard and analyzes it. Brakhage reads a quote by Thomson and continues reading The City of Dreadful Night. He plays various clips, including some piano music, audio from the Futurama exhibit, and a recording of a preacher discussing the Rapture. Brakhage concludes with some classical music.",Abstract,00:00 Stan Brakhage begins 04:05 Brakhage ends 04:06 Music begins 04:58 Music ends 05:00 Brakhage begins 07:57 Brakhage ends 07:58 Music begins 09:23 Music ends 09:24 Brakhage begins 10:28 Brakhage ends 10:29 Audio clip begins 10:42 Audio clip ends 10:43 Brakhage begins 11:54 Brakhage ends 11:55 Audio clip begins 14:52 Audio clip ends 14:53 Brakhage begins 16:25 Brakhage ends 16:26 Audio clip begins 21:41 Audio clip ends 21:42 Brakhage begins 31:46 Brakhage ends 31:49 Music begins 32:36 Music begins 32:37 Brakhage begins 34:11 Brakhage ends 34:12 Audio clip begins 35:39 Audio clip ends 35:40 Brakhage begins 36:22 Brakhage ends 36:23 Audio clip begins 37:23 Audio clip ends 37:24 Brakhage begins 43:48 Brakhage ends 43:50 Music begins 45:24 End,SegmentSequence,,,"Thomson, James, 1834-1882",naf,,,,,,,,,,,,,,,,,,,,,"Thomson, James, 1834-1882. The city of dreadful night",lcsh,"New York World's Fair (1939-1940 : New York, N.Y.)",lcsh,"Chekhov, Anton Pavlovich, 1860-1904. Cherry orchard",lcsh,Rapture (Christian eschatology),lcsh,Preaching--United States,lcsh,,,,,,,narv_L50-29Poetry#13End#14,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086377,4606,L-50-29+Poetry+%2313%28end%29+%2B+%2314.jpg
narv_L50-2Lecture1-14-74,Stan Brakhage on Robert Flaherty,Stan Brakhage plays the film 'In the Street' and analyzes it. Brakhage gives a biography of Robert Flaherty. He describes the making of Flaherty's first film 'Nanook of the North.' Brakhage repeatedly gives Richard Leacock's opinion of Flaherty and his films since Leacock knew Flaherty personally. He answers questions about Flaherty's film 'Man of Aran.' Brakhage describes the relationship between Flaherty and F. W. Murnau. He describes Flaherty's filming techniques.,Abstract,00:00 Stan Brakhage begins 12:03 Brakhage ends 12:04 Questions from the audience begin 15:42 Questions from the audience end 15:45 Brakhage begins 40:35 Brakhage ends 40:58 Questions from the audience begin 1:03:12 End,SegmentSequence,Course title: Document in Film - The School of the Art Institute of Chicago,Venue,Filmmaking (Motion pictures),lcsh,,,,,,,,,,,,,,,,,,,,,In the Street (Motion picture),,"Leacock, Richard",naf,"Murnau, F. W. (Friedrich Wilhelm), 1888-1931",naf,"Documentaries, Motion picture",lcsh,"Flaherty, Robert Joseph, 1884-1951",naf,Nanook of the North (Motion picture),lcsh,Man of Aran (Motion picture),lcsh,,,narv_L50-2Lecture1-14-74,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/14/1974,audio/mp3,Sound,English,,,1086353,4606,L-50-2+Lecture+-+1-14-74.jpg
narv_L50-30Poetry#15#16Begin,Stan Brakhage presents various works of art #15 and #16 (Beginning),"Stan Brakhage plays Erik Satie's music. Then he plays a clip of Samuel Beckett's 'A Piece of Monologue.' He continues reading The City of Dreadful Night by James Thomson. Brakhage plays a clip of cult leader Jim Jones and compares him to Thomson. He plays some piano music and then plays a clip of Charles Johnson singing 'See You in the Rapture,' while preachers speak about the Rapture. Brakhage plays a clip of a choir singing 'All Hail the Power of Jesus' Name.' He describes Thomson's life. Brakhage plays a clip of Beckett's 'Eh Joe' and a clip of Eugene O'Neill's 'The Iceman Cometh.' Continued on 'Stan Brakhage presents various works of art #16 (End).'",Abstract,00:03 Music begins 01:49 Music ends 01:50 Stan Brakhage begins 08:26 Brakhage ends 08:27 Audio clip begins 11:40 Audio clip ends 11:41 Brakhage begins 15:45 Brakhage ends 15:46 Jim Jones begins 16:43 Jones ends 16:44 Brakhage begins 19:29 Brakhage ends 19:30 Jones begins 20:47 Jones ends 20:48 Brakhage begins 24:15 Brakhage ends 24:16 Audio clip begins 25:54 Audio clip ends 25:55 Brakhage begins 29:34 Brakhage ends 29:35 Music begins 33:39 Music ends 33:40 'See You in the Rapture' begins 34:00 'See You in the Rapture' ends 34:01 Brakhage begins 34:46 Brakhage ends 34:47 Audio clip begins 38:20 Audio clip ends 38:23 'All Hail the Power of Jesus' Name' begins 38:51 'All Hail the Power of Jesus' Name' ends 38:52 Brakhage begins 40:57 Brakhage ends 40:59 Helen Gary Bishop begins 42:40 Bishop ends 42:41 Brakhage begins 43:15 Brakhage ends 43:16 Audio clip begins 47:51 End,SegmentSequence,,,"Thomson, James, 1834-1882",naf,,,,,,,,,,,,,,,,,,,,,"Thomson, James, 1834-1882. The city of dreadful night",lcsh,Rapture (Christian eschatology),lcsh,"Beckett, Samuel, 1906-1989. Piece of monologue",lcsh,Cults -- United States,lcsh,"Beckett, Samuel, 1906-1989. Eh Joe",lcsh,"O'Neill, Eugene, 1888-1953. The iceman cometh",lcsh,"Jones, James Warren, 1931-1978",naf,,,narv_L50-30Poetry#15#16Begin,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086381,4606,L-50-30+Poetry+%2315+%2B+%2316%28begin%29.jpg
narv_L50-31Poetry#16,Stan Brakhage presents various works of art #16 (End),"Continues 'Stan Brakhage presents various works of art #15 and #16 (Beginning).' Stan Brakhage compares 'The City of Dreadful Night' by James Thomson, 'The Iceman Cometh' by Eugene O'Neill, and 'Eh Joe' by Samuel Beckett. He plays a clip of Helen Gary Bishop analyzing 'Eh Joe.' Brakhage mentions that Thomson was inspired by Albrecht Dürer's work. He plays a clip of Erik Satie's music. Brakhage continues reading The City of Dreadful Night and plays some piano music.",Abstract,00:00 Stan Brakhage begins 01:38 Brakhage ends 01:39 Helen Gary Bishop begins 02:11 Bishop ends 02:12 Brakhage begins 03:20 Brakhage ends 03:21 Music begins 04:03 Music ends 04:05 Brakhage begins 10:38 Brakhage ends 10:39 Music begins 13:17 End,SegmentSequence,,,"Thomson, James, 1834-1882. The city of dreadful night",lcsh,,,,,,,,,,,,,,,,,,,,,"Beckett, Samuel, 1906-1989. Eh Joe",lcsh,"O'Neill, Eugene, 1888-1953. The iceman cometh",lcsh,"Bishop, Helen Gary",naf,,,,,,,,,,,narv_L50-31Poetry#16,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086383,4606,L-50-31+Poetry+%2316.jpg
narv_L50-32Poetry#17,Stan Brakhage presents various works of art #17,Stan Brakhage plays Wolfgang Amadeus Mozart's 'Piano Concerto No. 24.' He gives a biography of Antonio Salieri. Brakhage reads a section of Alexander Pushkin's play 'Mozart and Salieri.' He plays a clip of the second movement of Salieri's 'Sinfonia Veneziana in D major' and reads more of 'Mozart and Salieri.' Brakhage describes his frustration with translated works. He plays an audio file of Richard Johnston reading Lord Byron's Don Juan. He plays a clip of an aria from Mozart's opera 'Don Giovanni.' Continued on 'Stan Brakhage presents various works of art #18.',Abstract,00:03 'Piano Concerto No. 24 in C minor' begins 08:13 'Piano Concerto No. 24 in C minor' ends 08:14 Stan Brakhage begins 17:27 Brakhage ends 17:28 'Sinfonia Veneziana in D majo' begins 22:15 'Sinfonia Veneziana in D major' ends 22:16 Brakhage begins 27:17 Brakhage ends 27:18 Richard Johnston begins 27:42 Johnston ends 27:43 Brakhage begins 28:38 Brakhage ends 28:39 Johnston begins 30:38 Johnston ends 30:42 Music begins 32:16 End,SegmentSequence,,,Oral interpretation of poetry,lcsh,,,,,,,,,,,,,,,,,,,,,"Salieri, Antonio, 1750-1825",naf,"Mozart, Wolfgang Amadeo, 1756-1791",naf,"Pushkin, Aleksandr Sergeevich, 1799-1837. Mozart and Salieri",lcsh,"Johnston, Richard",,,,,,,,,,narv_L50-32Poetry#17,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086385,4606,L-50-32+Poetry+%2317.jpg
narv_L50-33Poetry#18Pushkin,Stan Brakhage presents various works of art #18,"Continues 'Stan Brakhage presents various works of art #17.' Stan Brakhage plays an aria from Wolfgang Amadeus Mozart's 'Don Giovanni.' He plays a clip of Richard Johnston reading Lord Byron's 'Don Juan.' Brakhage reads from Alexander Pushkin's 'Mozart and Salieri.' He plays a clip of Antonio Salieri's 'Concerto for Flute, Oboe, and Orchestra.' Brakhage laments that poor translations lead to a 'slander of poetics.' He plays a clip of Pushkin's 'The Queen of Spades' and tells a story about Pushkin. Brakhage plays a clip of James Mason reading Robert Browning's 'Andrea del Sarto.' He plays a clip of Mozart's 'Piano Sonata No. 8.'",Abtsract,"00:00 Music begins 02:51 Music ends 02:52 Stan Brakhage begins 03:46 Brakhage ends 03:47 Richard Johnston begins 07:43 Johnston ends 07:44 Brakhage begins 10:35 Brakhage ends 10:37 'Concerto for Flute, Oboe, and Orchestra in C major' begins 17:29 'Concerto for Flute, Oboe, and Orchestra in C major' ends 17:30 Brakhage begins 18:21 Brakhage ends 18:22 Audio clip begins 20:17 Audio clip ends 20:18 Brakhage begins 23:17 Brakhage ends 23:20 James Mason begins 26:36 James Mason ends 26:37 'Piano Sonata No. 8 in A minor' begins 28:47 End",SegmentSequence,,,Oral interpretation of poetry,lcsh,,,,,,,,,,,,,,,,,,,,,"Pushkin, Aleksandr Sergeevich, 1799-1837. Mozart and Salieri",lcsh,"Johnston, Richard",,Translating and interpreting -- Poetry,lcsh,"Pushkin, Aleksandr Sergeevich, 1799-1837",,"Mason, James, 1909-1984",naf,,,,,,,narv_L50-33Poetry#18Pushkin,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086387,4606,L-50-33+Poetry+%2318+Pushkin.jpg
narv_L50-34Poetry#19Addenda,Stan Brakhage presents various works of art #19,"Brakhage plays a clip of Wolfgang Amadeus Mozart's 'Piano Sonata No. 8.' Brakhage laments the death of concert pianist, Dinu Lipatti. Brakhage plays a clip of Antonio Soler's 'Quintet No. 6.' Brakhage plays music from the coronation scene from Modest Mussorgsky's opera 'Boris Godunov.' He plays a clip of Peter Sellers and then plays some classical music.",Abstract,00:00 Music begins 06:01 Music ends 06:02 Stan Brakhage begins 13:32 Brakhage ends 13:33 'Quintet No. 6 in G minor' begins 18:06 'Quintet No. 6 in G minor' ends 18:08 Brakhage begins 18:55 Brakhage ends 18:58 Audio clip begins 21:54 Audio clip ends 21:55 Brakhage begins 22:11 Brakhage ends 22:12 Peter Sellers begins 26:09 Peter Sellers ends 26:10 Brakhage begins 26:31 Brakhage ends 26:32 Music begins 28:31 End,SegmentSequence,,,"Brakhage, Stan",naf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narv_L50-34Poetry#19Addenda,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086389,4606,L-50-34+Poetry+%2319+Addenda.jpg
narv_L50-35Poetry#20GeorgeCrabbe,Stan Brakhage presents various works of art #20,Stan Brakhage plays 'The Young Person's Guide to the Orchestra' by Benjamin Britten. He plays a tape of Jeffrey A. Hoffman. He plays a clip of Joseph Newman reading a poem. Brakhage plays another clip of Hoffman and then an interview with Hoffman. Brakhage reads George Crabbe's 'The Widow's Tale.' He analyzes Lord Byron's Don Juan. Brakhage plays a clip of Peggy Ashcroft reading Alexander Pushkin's Eugene Onegin. He plays a clip of James Mason reading Robert Browning's 'Andrea del Sarto.' He plays a clip of Ian Holm reading Crabbe's 'Peter Grimes.' Brakhage plays Britten's 'Four Sea Interludes - I. Dawn.' This lecture is continued in Poetry #21 George Crabbe. Note: The volume at the end of this recording is very low. Continued on 'Stan Brakhage presents various works of art #21.',Abstract,00:00 Music begins 02:22 Music ends 02:23 Stan Brakhage begins 04:26 Brakhage ends 04:27 Jeffrey A. Hoffman begins 06:20 Hoffman ends 06:21 Brakhage begins 06:56 Brakhage ends 06:57 Joseph Newman begins 07:21 Newman ends 07:22 Brakhage begins 08:55 Brakhage ends 08:56 Hoffman begins 09:20 Hoffman ends 09:21 Audio clip begins 13:03 Audio clip ends 13:04 Brakhage begins 19:04 Brakhage ends 19:05 Peggy Ashcroft begins 22:35 Ashcroft ends 22:39 Brakhage begins 23:02 Brakhage ends 23:03 James Mason begins 25:01 Mason ends 25:02 Brakhage begins 26:22 Brakhage ends 26:23 Audio clip begins 27:47 Audio clip ends 27:49 'Four Sea Interludes - I. Dawn' begins 29:30 End,SegmentSequence,,,Oral interpretation of poetry,lcsh,,,,,,,,,,,,,,,,,,,,,"Mason, James, 1909-1984",naf,"Byron, George Gordon Byron, Baron, 1788-1824. Don Juan",lcsh,"Holm, Ian, 1931-",naf,"Newman, Joseph",,"Ashcroft, Peggy, 1907-1991",naf,"Hoffman, Jeffrey A., 1955-",naf,,,,,narv_L50-35Poetry#20GeorgeCrabbe,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086391,4606,L-50-35+Poetry+%2320+George+Crabbe.jpg
narv_L50-36Poetry#21GeorgeCrabbe,Stan Brakhage presents various works of art #21,"Continues 'Stan Brakhage presents various works of art #20.' Stan Brakhage continues playing Benjamin Britten's 'Four Sea Interludes.' He continues playing the clip of Ian Holm reading George Crabbe's 'Peter Grimes.' Then Brakhage reads Crabbe's 'The Widow's Tale.' He plays a clip of Mina Loy telling a story about her teeth. Brakhage questions whether people naturally develop a ""rhythming"" in their speech patterns. He plays a clip of Jane Brakhage reading from Jane Austen's Pride and Prejudice. Brakhage continues reading 'The Widow's Tale.' He plays a clip of Mina Loy discussing her former husband. Brakhage continues reading 'The Widow's Tale.' Brakhage plays another clip of Mina Loy.",Abstract,00:00 'Four Sea Interludes' begins 01:58 'Four Sea Interludes' ends 01:59 Audio clip begins 03:27 Audio clip ends 03:29 Stan Brakhage begins 09:15 Brakhage ends 09:16 Audio clip begins 09:33 Audio clip ends 09:34 Brakhage begins 10:03 Brakhage ends 10:04 Audio clip begins 13:34 Audio clip ends 13:35 Brakhage begins 14:35 Brakhage ends 14:36 Audio clip begins 16:14 Audio clip ends 16:15 Brakhage begins 20:43 Brakhage ends 20:44 Audio clip begins 24:58 Audio clip ends 24:59 Brakhage begins 28:19 Brakhage ends 28:20 Audio clip begins 29:26 Audio clip ends 29:27 Music begins 30:01 End,SegmentSequence,,,"Wodening, Jane, 1936-",naf,,,,,,,,,,,,,,,,,,,,,Oral interpretation of fiction,lcsh,"Loy, Mina",naf,"Holm, Ian, 1931-",naf,,,,,,,,,,,narv_L50-36Poetry#21GeorgeCrabbe,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086393,4606,L-50-36+Poetry+%2321+George+Crabbe.jpg
narv_L50-37Poetry#22GeorgeCrabbe,Stan Brakhage presents various works of art #22,"Some classical music plays. A clip of an interview with Billie Jean Parker plays and Parker discussing her sister, Bonnie Parker. Stan Brakhage plays a clip of Ian Holm reading George Crabbe's 'Peter Grimes.' Parker gives her opinion of Clyde Barrow. The clip of 'Peter Grimes' continues. Parker tells a story about meeting up with Bonnie and Clyde. Ian Holm continues reading 'Peter Grimes.' Parker describes Bonnie and Clyde's death. The clip of 'Peter Grimes' continues. Brakhage describes poetry and rhythm. Brakhage plays a clip of a children's song. Continued on 'Stan Brakhage presents various works of art #23.'",Abstract,00:00 Music begins 00:30 Music ends 00:31 Audio clip begins 01:23 Audio clip ends 01:24 Stan Brakhage begins 03:14 Brakhage ends 03:15 Billie Jean Parker begins 04:45 Parker ends 04:47 Audio clip begins 11:03 Audio clip ends 11:04 Parker begins 11:44 Parker ends 11:45 Audio clip begins 14:37 Audio clip ends 14:38 Parker begins 17:02 Parker ends 17:03 Audio clip begins 19:27 Audio clip ends 19:30 Parker begins 22:23 Parker ends 22:24 Audio clip begins 23:53 Audio clip ends 23:55 Parker begins 24:08 Parker ends 24:09 Audio clip begins 28:07 Audio clip ends 28:08 Brakhage begins 30:07 Brakhage ends 30:08 Music begins 30:30 End,SegmentSequence,,,Poetics,lcsh,,,,,,,,,,,,,,,,,,,,,Oral interpretation of fiction,lcsh,"Holm, Ian, 1931-",naf,"Parker, Billie Jean",naf,"Parker, Bonnie, 1910-1934",naf,"Barrow, Clyde, 1909-1934",naf,,,,,,,narv_L50-37Poetry#22GeorgeCrabbe,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086395,4606,L-50-37+Poetry+%2322+George+Crabbe.jpg
narv_L50-38Poetry#23MinaLoy,Stan Brakhage presents various works of art #23,"Continues 'Stan Brakhage presents various works of art #22.' A children's song by Carl Orff plays. Stan Brakhage plays part of an interview with Otto Joachim and gives a biography of Joachim. He compares Orff's and Joachim's children's music. A clip is played of Mina Loy reading Song 4, 5, 3, 30, 22, 26, and 7 from 'Love Songs.' A clip plays with piano music. A recording of an interview with Billie Jean Parker follows. Brakhage plays a reading of Lord Byron's 'Don Juan' and then one of George Crabbe's 'The Parish Register.' He plays another clip of Loy and one with James Laughlin. A recording of a heartbeat play. Brakhage plays some organ music by Joachim.",Abstract,00:00 Singing begins 00:43 Singing ends 00:44 Stan Brakhage begins 01:45 Brakhage ends 01:46 Audio clip begins 02:01 Audio clip ends 02:02 Brakhage begins 02:35 Brakhage ends 02:36 Audio clip begins 03:27 Audio clip ends 03:28 Music begins 04:07 Music ends 04:08 Brakhage begins 04:59 Brakhage ends 05:01 Mina Loy begins 05:23 Loy ends 05:24 Brakhage begins 05:40 Brakhage ends 05:41 Loy begins 06:12 Loy ends 06:14 Music begins 06:43 Music ends 06:44 Audio clip begins 07:28 Audio clip ends 07:29 Brakhage begins 08:08 Brakhage ends 08:09 Audio clip begins 08:31 Audio clip ends 08:32 Loy begins 09:37 Loy ends 09:38 Audio clip begins 12:28 Audio clip ends 12:31 Loy begins 12:54 Loy ends 12:55 Music begins 13:17 Music ends 13:18 Joachim begins 14:16 Joachim ends 14:17 Brakhage begins 14:42 Brakhage ends 14:44 Loy begins 15:57 Loy ends 15:58 Brakhage begins 16:29 Brakhage ends 16:30 Audio clip begins 16:55 Audio clip ends 16:57 Brakhage begins 17:23 Brakhage ends 17:24 Audio clip begins 20:15 Audio clip ends 20:16 Brakhage begins 20:24 Brakhage ends 20:25 Loy begins 21:48 Loy ends 21:49 Music begins 22:10 Music ends 22:11 Audio clip begins 23:41 Audio clip ends 23:42 Music begins 24:04 Music ends 24:05 Brakhage begins 24:42 Brakhage ends 24:43 James Laughlin begins 25:22 Laughlin ends 25:23 Brakhage begins 25:43 Brakhage ends 25:44 Audio clip begins 26:04 Audio clip ends 26:05 Music begins 28:59 End,SegmentSequence,,,Oral interpretation of poetry,lcsh,,,,,,,,,,,,,,,,,,,,,"Loy, Mina",naf,"Parker, Billie Jean",naf,Music for children,lcsh,"Joachim, Otto, 1910-2010",naf,"Orff, Carl, 1895-1982",naf,"Laughlin, James, 1914-1997",naf,,,,,narv_L50-38Poetry#23MinaLoy,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086397,4606,L-50-38+Poetry+%2323+Mina+Loy.jpg
